0.0000000000000000e+00	1.9891305610846684e-05	1.9807664687582364e-05
1.0000000000000000e+00	-1.9873985762235482e+00	9.8743827519384664e-01
0.0000000000000000e+00	2.7297578726145151e-05	2.7163113456292169e-05
1.0000000000000000e+00	-1.9852405024228550e+00	9.8529496311503739e-01
0.0000000000000000e+00	2.3374434561736978e-05	2.3267888947041902e-05
1.0000000000000000e+00	-1.9863409629169873e+00	9.8638760524049607e-01
0.0000000000000000e+00	2.0796079720329319e-05	2.0706667660481448e-05
1.0000000000000000e+00	-1.9871154748041207e+00	9.8715697755150145e-01
0.0000000000000000e+00	5.2689493561085428e-04	5.1549207948235819e-04
1.0000000000000000e+00	-1.9354279622408210e+00	9.3647034925591421e-01
0.0000000000000000e+00	1.2657178923831401e-05	1.2614723888201333e-05
1.0000000000000000e+00	-1.9899457665012132e+00	9.8997103840402523e-01
0.0000000000000000e+00	3.1968605747006580e-05	3.1798190081630824e-05
1.0000000000000000e+00	-1.9840291771246892e+00	9.8409294392051783e-01
0.0000000000000000e+00	2.4902906027494471e-05	2.4785740739539518e-05
1.0000000000000000e+00	-1.9859019651345258e+00	9.8595165378129279e-01
0.0000000000000000e+00	2.5930579272543348e-05	2.5806087040033923e-05
1.0000000000000000e+00	-1.9856143590601492e+00	9.8566609572646169e-01
0.0000000000000000e+00	5.1127714991721263e-04	5.0037751206907755e-04
1.0000000000000000e+00	-1.9363869616513631e+00	9.3739861631334942e-01
0.0000000000000000e+00	6.5683986597016799e-05	6.5182090899929945e-05
1.0000000000000000e+00	-1.9771206575709050e+00	9.7725152364840195e-01
0.0000000000000000e+00	1.8813296420176029e-03	1.8043926707788332e-03
1.0000000000000000e+00	-1.8785797000037241e+00	8.8226542231652050e-01
0.0000000000000000e+00	9.7553163948591749e-03	8.8467407937239707e-03
1.0000000000000000e+00	-1.7272212824388005e+00	7.4582333962738367e-01
0.0000000000000000e+00	4.5678132812526864e-05	4.5387070091414007e-05
1.0000000000000000e+00	-1.9809143820740394e+00	9.8100544727694328e-01
0.0000000000000000e+00	3.3664327479892807e-05	3.3480174437736823e-05
1.0000000000000000e+00	-1.9836116502456620e+00	9.8367879474757958e-01
0.0000000000000000e+00	1.9596225327691771e-04	1.9337592405579152e-04
1.0000000000000000e+00	-1.9605366916068756e+00	9.6092602978420827e-01
0.0000000000000000e+00	5.6010872137938563e-05	5.5615657839327047e-05
1.0000000000000000e+00	-1.9788693085794842e+00	9.7898093510946149e-01
0.0000000000000000e+00	5.3701826698177258e-03	4.9991193067980737e-03
1.0000000000000000e+00	-1.7963404608017015e+00	8.0670976277831730e-01
0.0000000000000000e+00	1.3646857718940448e-05	1.3599327169651757e-05
1.0000000000000000e+00	-1.9895604243594689e+00	9.8958767054435748e-01
0.0000000000000000e+00	5.0826235820780076e-05	5.0484605798687981e-05
1.0000000000000000e+00	-1.9798693426218148e+00	9.7997065346343426e-01
0.0000000000000000e+00	4.8412333503991501e-04	4.7408038466467174e-04
1.0000000000000000e+00	-1.9380902683028078e+00	9.3904847202251240e-01
0.0000000000000000e+00	5.0412363016999190e-05	5.0074897278171809e-05
1.0000000000000000e+00	-1.9799513331819627e+00	9.8005182044225791e-01
0.0000000000000000e+00	5.5478135065245717e-05	5.5088545853159803e-05
1.0000000000000000e+00	-1.9789698615393614e+00	9.7908042822027974e-01
0.0000000000000000e+00	1.7295502918045620e-04	1.7081053538773092e-04
1.0000000000000000e+00	-1.9629181680836463e+00	9.6326193364821444e-01
0.0000000000000000e+00	9.0651374263153736e-05	8.9837633658345684e-05
1.0000000000000000e+00	-1.9731307604929729e+00	9.7331124950089432e-01
0.0000000000000000e+00	2.1491962990445732e-05	2.1398025701788012e-05
1.0000000000000000e+00	-1.9869019102626018e+00	9.8694480025129405e-01
0.0000000000000000e+00	8.0002433504681653e-05	7.9327782583960669e-05
1.0000000000000000e+00	-1.9747547853177165e+00	9.7491411553380514e-01
0.0000000000000000e+00	3.6700732815245370e-04	3.6037847296371334e-04
1.0000000000000000e+00	-1.9460598182755688e+00	9.4678720407668504e-01
0.0000000000000000e+00	3.0356572119369707e-05	3.0198882518798997e-05
1.0000000000000000e+00	-1.9844365229285787e+00	9.8449707838321687e-01
0.0000000000000000e+00	4.4470573377527003e-05	4.4190975960141596e-05
1.0000000000000000e+00	-1.9811679476065231e+00	9.8125660915586077e-01
